2830487,674199
10001,10316
3511288,8765061
3417,3353749
7292720,1167914
6852071,6841952
4860900,194943
15166,4957053
3493,662540
2042771,405208
2279551,2888510
2133782,644739
7724,185693
282545,9273645
1448724,1512380
259580,4412568
503428,67016
2942964,9102779
89210,9968351
517641,8764409
2904438,8769872
111800,24064
3370039,3348588
91923,207883
22147,2699991
510575,8765112
1012010,9947861
69014,1290768
853421,1853039
5518816,8763522
1353573,127578
4297011,8765350
243965,18154
1191176,670438
3493597,415626
155655,6994018
700859,8897579
67482,447620
1850115,619592
1719622,1510449
1880904,1692315
44064,3229158
384108,1818191
85629,218544
4894718,8767189
89068,4855153
197461,8820770
409,444628
670144,119477
5888252,1381805
1150829,170783
5344916,217798
445134,1508636
633317,682017
451875,7942795
105620,79578
83099,4328794
4018,3999996
496357,2429153
195194,53468
604656,4684322
3487,7674412
11749,1048178
5473698,1181787
2738309,7744
617616,654908
6918586,6952
76734,15705
263183,7034
1497490,195527
3755874,7496
137317,287086
239550,25611
1984520,1314120
127781,287853
2209512,56382
194821,1627540
272977,4431512
2828101,8767789
268644,6952
8051611,2893062
1353565,45975
4812889,117112
2309554,4660851
18144,4249685
3982924,2694018
3636493,10968917
4411484,4684322
1171734,268061
534,408292
847637,412140
1383010,2117554
629737,250376
4767,9270
1909701,132335
2934626,3288530
166769,89187
30113,387570
2941070,8771912
29219,386155
499332,8769220
3306621,174187
661101,202569
990689,16201
840681,208344
1464456,2694018
408552,865438
2941437,3915837
8274603,1017728
25659,10056187
503356,3422025
19847,187615
91712,89068
4206175,4165347
389790,303
517699,8763561
1454088,1417385
996756,6540007
5689,233991
600442,1934079
103171,264714
70850,614056
973441,9124974
6834914,6834610
1391928,21516
3567407,2206066
16157,71823
5106009,1349110
4820627,4726089
59072,60600
181587,7869490
1164505,9312623
3754178,4806863
2666977,1245516
186968,101888
12585,4119890
1172570,66333
3267608,1450
8359199,195527
2983443,117730
2772310,510591
3433228,92922
8112985,8111557
55227,92922
160515,56077
1895778,9876
3493,1353414
2822774,197787
13911,2601379
86683,675911
128627,1194408
219293,1203269
444716,6903163
1314291,3431065
4558873,888498
463020,8279388
81868,10716211
214487,9585620
1217091,16431
2113697,195623
511774,8763513
3116669,1668804
712534,813382
253850,932733
3493,1377641
2864329,7257421
91742,1976658
152121,2510965
687082,644904
1329190,6585930
3898719,8765945
52733,10595804
1953860,867678
391160,44057
120076,2763195
6630157,4018
668179,547572
5887003,2323
4624559,10977760
1550405,10160807
22743,9630295
2236796,2166778
6806846,1693
88511,1682214
440147,7279904
836947,2870862
682204,48915
1848423,217997
195563,54210
229911,1000582
25117,2283
154642,398296
1112419,51985
293377,196114
2915063,645019
3904610,8315529
585364,207909
1287692,4672
96328,4441940
894849,925506
497453,1177619
681786,8626715
489756,4707963
59911,1608084
1013556,556188
19259,295000
6826056,655266
654474,2905385
481491,223531
4477758,89068
56591,4117335
2631335,99532
2864897,422055
7335046,13928
698715,9033599
2445835,554844
478714,8765344
2398059,4166302
931919,2340
6560663,2340
267760,8844058
145112,26616
2088073,133331
2863979,397157
444956,47344
1439750,8539702
8081699,2893062
2286536,9298820
3494490,17892
555781,2314413
267670,1516244
3062476,1291486
4103678,8838094
16070,1506326
552110,235028
3471071,4325097
510564,5523423
512626,256706
619012,1644197
2312177,70253
529695,1553980
4020274,8472162
3255674,67035
1007504,1957340
508113,119088
623076,4506718
6491,7279155
506967,54353
658560,16482
1552915,620173
747324,8915223
2034476,892229
4718482,216481
500455,7684090
2385121,195729
55929,5064202
881611,7695065
46415,4707059
490817,4644439
2068778,262452
853215,8764437
2124639,2124383
3887,1239494
2209258,97173
1508081,1073343
979057,933615
96853,3752717
1091787,111800
1778470,217244
2297,1956404
2422013,2422034
3613328,1332047
152940,3085606
992925,1427715
22062,8771447
1292534,220870
4458129,526828
648855,159855
3269729,3463944
1342831,206159
564287,2323
1517137,4043407
51985,7563663
4358042,4343637
3385393,47350
6977488,2041453
54988,1425201
10317238,8762941
53426,952813
5339823,126071
4627205,47250
1351443,1629776
449133,233946
422028,3056395
2997934,443746
290108,563276
72280,32171
122442,7032365
1931916,1616116
115029,654658
11749,1074230
3555110,245477
512958,17892
5123281,1349110
62115,26740
1847860,1155995
1663405,2079108
3493,1460169
3277,3939840
487267,2797614
853118,36554
69009,446045
3163026,1286658
51985,3180194
221772,118242
2893782,47250
874525,9126638
4672,2377989
1686569,548177
95018,2113683
2362424,81868
3079656,8121005
946297,2190328
709056,8376012
167806,148737
422449,9340419
630575,1558924
4611164,8766445
4409084,195923
111800,1380490
192730,9857507
768923,1349110
16013,1706223
624788,9657
4153817,4153778
5901308,8121005
91829,620827
4339998,6841952
3098188,512120
3617231,2283433
3006747,124690
21741,1157181
1865028,2259586
1326113,52828
4860356,230447
748198,52588
7618510,8111557
249876,1335343
16201,6812574
79941,374854
107201,934538
297171,897992
55567,997833
63516,644397
84029,56916
20776,4662672
694632,9284927
2661671,79647
15541,9487808
521537,374854
72280,1073688
3402,2437109
17419,474724
48050,654889
2095667,9396648
18115,1515892
4804762,905911
864068,8765716
2332653,2332610
6772132,217244
4686627,16270
790709,32171
2722690,141222
994994,1975694
260324,119478
569246,963527
89183,89172
445078,630499
510330,8769540
3494845,2174085
603294,512784
955939,955807
4764017,223748
3682,8212
245263,404227
4552344,1731008
200240,3071686
61484,3386210
1212999,16252
16147,3369012
1631515,931204
1313987,905911
15322,7405040
7427252,9566549
985529,177350
5417455,2311
213641,891749
3085086,152940
488381,2499569
6286,2104781
604823,55985
4796656,3617017
18265,12909
4552455,187028
2083505,5662790
874515,188707
4181403,33975
149046,1494352
855039,8776229
881241,1092220
4586920,47056
483377,1542785
4779602,3323027
3637537,4381
15744,195889
39951,744123
1514713,1516089
7254608,404810
1332651,2461699
267618,89068
1550842,854201
407462,126153
3334694,1671733
5062873,85378
1303720,2713620
5075108,1349110
2177242,3441
56382,604821
8489572,37779
92922,549241
3493,5476472
4018,4273963
872981,9341945
1048445,11749
2941177,8765682
2626269,5747087
46396,630272
22447,115696
6922665,6919761
96328,4382548
3087195,230447
510738,8762961
719161,22427
91789,4413452
493652,4983004
1291153,53468
4391748,288074
68961,1630884
67843,865124
15551,451909
3364,6614380
151191,8777521
406570,633440
1222614,121193
91139,403299
1596962,287853
56591,5461302
962899,16544
6865304,206738
3152790,26849
397721,43558
6398069,5994113
6615004,33970
906110,906010
6892119,8783664
1292277,25266
3734724,7496
65187,3096920
106180,4619844
71429,4827983
516676,69324
1513133,11053039
2323,1071788
3407099,4121692
4794,850291
4000733,2437262
1221516,216481
4452133,1807883
32471,399601
5354682,9378001
3196478,7496
3610785,8812608
524562,2207160
3276064,187028
2714127,619099
3394605,3394617
678603,4168
253487,6919577
147952,8762952
3495,635947
1258192,649782
203356,1029
486950,1024949
3603231,209969
674498,8774252
841268,8776335
2247945,55567
6578492,4999029
71429,6538861
396038,6526764
803113,3443746
1307428,2311
98112,8996316
620530,730968
422920,8771251
4501568,429194
22658,3143791
547132,3331006
326656,773393
81868,1209568
18515,3353347
72439,9330
1000619,1420336
912637,294240
262267,949903
1455557,1849704
6694023,133331
78465,455855
4721437,279253
96921,4173869
71968,2842478
547431,56382
1171734,91193
675433,1434143
3192477,47575
6606755,1027307
5987972,8762950
664076,2467151
737795,113873
1234388,8539124
2756053,2778492
433210,216481
3434754,4504587
1685142,6623784
3629396,7141866
496367,4386404
81868,293602
1035438,9096754
1218425,1218555
4701801,3229011
2762384,871488
4208703,4685205
28455,232214
1387765,4234525
934004,82971
8001423,7248369
1139996,1124130
3589360,8771474
16013,8961657
265784,48915
847975,5789263
3566560,48042
1779810,234702
7776880,7735436
916737,15067
1530307,952813
3704281,7496
507320,2893506
5595107,8777186
591794,3493
1428243,6286
113418,7442310
286435,212830
3196939,2311
419472,34194
1223675,119088
1675699,8762959
1437985,44064
8204015,8121005
284094,8825588
285774,8779601
496590,8765667
825043,220093
1107191,3309502
19144,642477
4689,822
404810,2715663
3441,219925
1140563,8528
2384274,9961082
5767920,1463099
133832,4386404
3167873,2339
5748971,564964
432791,2135943
43801,16201
6903543,676135
214346,1809287
418953,5476533
1111859,51985
848628,8764436
22106,5560679
4226577,4505080
432660,11200043
1051462,47575
646310,8767991
3277,10583610
46920,5068
1029206,2649475
2320838,25442
1850523,2282556
592837,2311
508771,3643926
451477,1334058
17389,3383264
792295,8765108
2310214,111800
40100,149659
5956335,7227178
789481,97050
117829,290120
7724,3474190
685347,3383574
4898023,1629776
8368878,3402
3052032,685022
195923,8541647
219293,2456121
1562581,1324891
53468,5379452
2486509,10277862
547118,2005198
2098987,3118423
1292843,16201
132335,4191026
516128,1864280
16273,11186919
12470,682228
496876,669495
97173,3283200
734746,233417
5508568,7120145
6788404,8865147
375581,1122289
2771341,3364
1793602,4652
217366,56554
1450,269529
362041,2472712
1073343,1506274
89068,4978298
374856,947057
219293,4410504
1693,1158815
51985,4310025
2209578,4192210
214487,2569645
1957970,5400853
43558,585015
568874,28936
3896046,285469
494471,8768755
552693,539831
6788253,937737
67035,9238
911444,2191
431702,1382951
446226,55567
1208844,71665
880180,429245
1366581,1623900
2846774,444896
91742,213657
2167095,605729
2383230,422829
1209106,4440988
946662,195220
153560,234004
914740,1685963
3364,47629
4407894,58200
4447657,2629826
888853,9145424
6898290,4946288
6683651,6645991
196780,72213
2464062,614612
1463294,195362
67035,6327298
2098432,119055
5045149,199681
4499519,7962570
2040252,630090
1738880,1176014
884215,97821
262837,1500107
2882890,55402
13889,2364052
8436327,1074072
1061104,44064
3418567,3417830
8079,564186
86143,2136540
4792,3682
17661,2703033
108819,407603
19254,68961
56077,3322104
1891484,150876
444555,1818344
1808802,1494022
564729,9924221
478287,2514197
6990,216481
47350,2883835
5792016,905153
22550,1124130
830807,8764418
1293434,399592
15541,2778492
4672314,618837
3097583,620791
2417344,2340
5343333,5337436
2456497,47575
393576,8762941
4413978,2340
7139654,195983
5745042,6572278
1849189,1501084
611364,915070
28011,9819594
38540,38255
5529176,5527172
5958090,5355757
47791,951511
6820460,39146
724740,3217031
4503706,226967
1058220,3887
3348069,2686161
4194287,195220
7710607,3948694
2662486,216481
4406916,16496
915070,2956113
916510,8765059
852266,693191
1851151,54889
6430565,5994113
3487,1511389
268372,101251
263467,2041453
1716253,47164
1506576,893235
648247,9104276
6268385,5994113
6565597,444138
1693,3278133
1508971,58200
6624154,9002038
206833,206868
400107,15656
6134214,6623784
197497,3816409
618837,56037
